country,country_code,year,female_labor_force_participation_rate
St. Lucia,LCA,2022.0,62.68
Latin America & Caribbean,LCN,2022.0,51.1771614349537
Least developed countries: UN classification,LDC,2022.0,51.8855071807912
Low income,LIC,2022.0,50.9599408186535
Sri Lanka,LKA,2022.0,31.605
Lower middle income,LMC,2022.0,38.8059351019105
Low & middle income,LMY,2022.0,46.7434940029049
Lesotho,LSO,2022.0,48.441
Late-demographic dividend,LTE,2022.0,57.7638224294629
Lithuania,LTU,2022.0,58.035
Luxembourg,LUX,2022.0,56.998
Latvia,LVA,2022.0,55.299
"Macao SAR, China",MAC,2022.0,60.026
Morocco,MAR,2022.0,19.584
Moldova,MDA,2022.0,71.543
Madagascar,MDG,2022.0,82.83
Maldives,MDV,2022.0,40.171
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2022.0,19.2038883925233
Mexico,MEX,2022.0,46.004
Middle income,MIC,2022.0,46.403173081165
North Macedonia,MKD,2022.0,42.206
Mali,MLI,2022.0,53.009
Malta,MLT,2022.0,55.307
Myanmar,MMR,2022.0,41.071
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2022.0,17.2068372743102
Montenegro,MNE,2022.0,48.489
Mongolia,MNG,2022.0,54.629
Mozambique,MOZ,2022.0,77.198
Mauritania,MRT,2022.0,26.05
Mauritius,MUS,2022.0,42.521
Malawi,MWI,2022.0,58.75
Malaysia,MYS,2022.0,51.597
North America,NAC,2022.0,56.5724967949275
Namibia,NAM,2022.0,54.735
New Caledonia,NCL,2022.0,52.586
Niger,NER,2022.0,72.608
Nigeria,NGA,2022.0,76.927
Nicaragua,NIC,2022.0,50.144
Netherlands,NLD,2022.0,62.565
Norway,NOR,2022.0,62.358
Nepal,NPL,2022.0,27.24
New Zealand,NZL,2022.0,66.366
OECD members,OED,2022.0,52.661545996583
Oman,OMN,2022.0,30.795
Other small states,OSS,2022.0,50.1309929885938
Pakistan,PAK,2022.0,24.027
Panama,PAN,2022.0,52.137
Peru,PER,2022.0,66.725
Philippines,PHL,2022.0,50.38
Papua New Guinea,PNG,2022.0,50.645
Poland,POL,2022.0,51.594
Pre-demographic dividend,PRE,2022.0,59.9165601365719
Puerto Rico (US),PRI,2022.0,35.916
"Korea, Dem. People's Rep.",PRK,2022.0,77.693
Portugal,PRT,2022.0,53.799
Paraguay,PRY,2022.0,58.986
West Bank and Gaza,PSE,2022.0,18.934
Pacific island small states,PSS,2022.0,53.3098636591013
Post-demographic dividend,PST,2022.0,54.6159819761274
French Polynesia,PYF,2022.0,47.85
Qatar,QAT,2022.0,63.54
Romania,ROU,2022.0,43.223
Russian Federation,RUS,2022.0,55.3
Rwanda,RWA,2022.0,54.695
South Asia,SAS,2022.0,30.8503437167079
Saudi Arabia,SAU,2022.0,34.098
Sudan,SDN,2022.0,14.452
Senegal,SEN,2022.0,37.706
Singapore,SGP,2022.0,62.921
Solomon Islands,SLB,2022.0,82.309
Sierra Leone,SLE,2022.0,51.605
El Salvador,SLV,2022.0,46.028
"Somalia, Fed. Rep.",SOM,2022.0,20.666
Serbia,SRB,2022.0,50.142
Sub-Saharan Africa (excluding high income),SSA,2022.0,62.6144798335407
South Sudan,SSD,2022.0,70.628
Sub-Saharan Africa,SSF,2022.0,62.1326606535539
Small states,SST,2022.0,50.7777878782061
Sao Tome and Principe,STP,2022.0,23.014
Suriname,SUR,2022.0,43.957
Slovak Republic,SVK,2022.0,55.692
Slovenia,SVN,2022.0,53.875
Sweden,SWE,2022.0,61.05
Eswatini,SWZ,2022.0,47.227
Syrian Arab Republic,SYR,2022.0,13.02
Chad,TCD,2022.0,47.933
East Asia & Pacific (IDA & IBRD countries),TEA,2022.0,58.6193724805824
Europe & Central Asia (IDA & IBRD countries),TEC,2022.0,48.7064271200428
Togo,TGO,2022.0,56.238
Thailand,THA,2022.0,59.576
Tajikistan,TJK,2022.0,21.395
Turkmenistan,TKM,2022.0,38.385
Latin America & the Caribbean (IDA & IBRD countries),TLA,2022.0,51.4313365004695
Timor-Leste,TLS,2022.0,61.166
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2022.0,17.1951837122223
Tonga,TON,2022.0,42.617
South Asia (IDA & IBRD),TSA,2022.0,30.8503437167079
Sub-Saharan Africa (IDA & IBRD countries),TSS,2022.0,62.1326606535539
Trinidad and Tobago,TTO,2022.0,50.02
Tunisia,TUN,2022.0,27.519
Turkiye,TUR,2022.0,35.018
Tanzania,TZA,2022.0,80.273
Uganda,UGA,2022.0,75.364
Upper middle income,UMC,2022.0,53.665795173469
Uruguay,URY,2022.0,55.656
United States,USA,2022.0,56.029
Uzbekistan,UZB,2022.0,41.1
St. Vincent and the Grenadines,VCT,2022.0,57.595
"Venezuela, RB",VEN,2022.0,35.32
Virgin Islands (U.S.),VIR,2022.0,52.915
Viet Nam,VNM,2022.0,69.878
Vanuatu,VUT,2022.0,53.631
World,WLD,2022.0,48.3162129639077
Samoa,WSM,2022.0,31.149
"Yemen, Rep.",YEM,2022.0,4.801
South Africa,ZAF,2022.0,47.118
Zambia,ZMB,2022.0,53.968
Zimbabwe,ZWE,2022.0,59.769
Africa Eastern and Southern,AFE,2023.0,63.5925984344771
Afghanistan,AFG,2023.0,5.145
Africa Western and Central,AFW,2023.0,67.3351238627599
Angola,AGO,2023.0,72.318
Albania,ALB,2023.0,57.963
Arab World,ARB,2023.0,19.0969986727696
United Arab Emirates,ARE,2023.0,52.347
Argentina,ARG,2023.0,52.958
Armenia,ARM,2023.0,51.517
Australia,AUS,2023.0,62.576
Austria,AUT,2023.0,55.812
Azerbaijan,AZE,2023.0,61.748
Burundi,BDI,2023.0,79.98
Belgium,BEL,2023.0,49.834
Benin,BEN,2023.0,74.802
Burkina Faso,BFA,2023.0,64.722
Bangladesh,BGD,2023.0,41.874
Bulgaria,BGR,2023.0,51.029
Bahrain,BHR,2023.0,42.382
"Bahamas, The",BHS,2023.0,71.014
Bosnia and Herzegovina,BIH,2023.0,39.533
Belarus,BLR,2023.0,57.417
Belize,BLZ,2023.0,44.076
Bolivia,BOL,2023.0,72.455
Brazil,BRA,2023.0,53.205
Barbados,BRB,2023.0,61.146
Brunei Darussalam,BRN,2023.0,54.827
Bhutan,BTN,2023.0,56.618
Botswana,BWA,2023.0,63.426
Central African Republic,CAF,2023.0,65.608
Canada,CAN,2023.0,61.134
Central Europe and the Baltics,CEB,2023.0,50.8777791701492
Switzerland,CHE,2023.0,62.375
Channel Islands,CHI,2023.0,50.001
Chile,CHL,2023.0,51.963
China,CHN,2023.0,60.216
Cote d'Ivoire,CIV,2023.0,59.258
Cameroon,CMR,2023.0,57.095
"Congo, Dem. Rep.",COD,2023.0,61.719
"Congo, Rep.",COG,2023.0,65.642
Colombia,COL,2023.0,51.833
Comoros,COM,2023.0,47.058
Cabo Verde,CPV,2023.0,50.216
Costa Rica,CRI,2023.0,44.088
Caribbean small states,CSS,2023.0,51.7796158767382
Cuba,CUB,2023.0,41.159
Cyprus,CYP,2023.0,62.495
Czechia,CZE,2023.0,53.241
Germany,DEU,2023.0,55.821
Djibouti,DJI,2023.0,18.936
Denmark,DNK,2023.0,59.812
Dominican Republic,DOM,2023.0,52.482
Algeria,DZA,2023.0,14.338
East Asia & Pacific (excluding high income),EAP,2023.0,59.0423926545231
Early-demographic dividend,EAR,2023.0,36.7409246203878
East Asia & Pacific,EAS,2023.0,58.6880975430552
Europe & Central Asia (excluding high income),ECA,2023.0,43.6481859396916
Europe & Central Asia,ECS,2023.0,51.3615047823943
Ecuador,ECU,2023.0,52.521
"Egypt, Arab Rep.",EGY,2023.0,18.478
Euro area,EMU,2023.0,51.9938483418266
Eritrea,ERI,2023.0,72.862
Spain,ESP,2023.0,52.773
Estonia,EST,2023.0,61.049
Ethiopia,ETH,2023.0,58.141
European Union,EUU,2023.0,51.9690117680907
Fragile and conflict affected situations,FCS,2023.0,53.9892253878653
Finland,FIN,2023.0,57.489
Fiji,FJI,2023.0,38.419
France,FRA,2023.0,52.108
Gabon,GAB,2023.0,41.876
United Kingdom,GBR,2023.0,57.38
Georgia,GEO,2023.0,56.251
Ghana,GHA,2023.0,55.53
Guinea,GIN,2023.0,42.739
"Gambia, The",GMB,2023.0,45.242
Guinea-Bissau,GNB,2023.0,60.084
Equatorial Guinea,GNQ,2023.0,53.265
Greece,GRC,2023.0,44.646
Guatemala,GTM,2023.0,38.14
Guam,GUM,2023.0,56.391
Guyana,GUY,2023.0,46.479
High income,HIC,2023.0,54.4534633166588
"Hong Kong SAR, China",HKG,2023.0,52.27
Honduras,HND,2023.0,39.364
Heavily indebted poor countries (HIPC),HPC,2023.0,59.4711647701372
Croatia,HRV,2023.0,47.139
Haiti,HTI,2023.0,59.351
Hungary,HUN,2023.0,53.995
IBRD only,IBD,2023.0,46.7372405410177
IDA & IBRD total,IBT,2023.0,47.7868716314639
IDA total,IDA,2023.0,51.2394015873235
IDA blend,IDB,2023.0,51.8784848291345
Indonesia,IDN,2023.0,53.487
IDA only,IDX,2023.0,50.8960159579517
India,IND,2023.0,30.984
Ireland,IRL,2023.0,60.155
"Iran, Islamic Rep.",IRN,2023.0,14.128
Iraq,IRQ,2023.0,10.913
Iceland,ISL,2023.0,70.368
Israel,ISR,2023.0,61.338
Italy,ITA,2023.0,41.312
Jamaica,JAM,2023.0,63.047
Jordan,JOR,2023.0,15.933
Japan,JPN,2023.0,54.847
Kazakhstan,KAZ,2023.0,65.029
Kenya,KEN,2023.0,62.946
Kyrgyz Republic,KGZ,2023.0,43.495
Cambodia,KHM,2023.0,77.22
"Korea, Rep.",KOR,2023.0,56.038
Kuwait,KWT,2023.0,48.179
Latin America & Caribbean (excluding high income),LAC,2023.0,52.0156271421454
Lao PDR,LAO,2023.0,61.407
Lebanon,LBN,2023.0,22.234
Liberia,LBR,2023.0,71.966
Libya,LBY,2023.0,33.465
St. Lucia,LCA,2023.0,62.135
Latin America & Caribbean,LCN,2023.0,51.24055617328
Least developed countries: UN classification,LDC,2023.0,53.3453595360796
Low income,LIC,2023.0,54.4043465742424
Sri Lanka,LKA,2023.0,29.6
Lower middle income,LMC,2023.0,39.9028325922923
Low & middle income,LMY,2023.0,47.5473157371202
Lesotho,LSO,2023.0,48.426
Late-demographic dividend,LTE,2023.0,57.781103792916
Lithuania,LTU,2023.0,57.914
Luxembourg,LUX,2023.0,57.196
Latvia,LVA,2023.0,55.436
"Macao SAR, China",MAC,2023.0,62.631
Morocco,MAR,2023.0,19.671
Moldova,MDA,2023.0,70.064
Madagascar,MDG,2023.0,82.866
Maldives,MDV,2023.0,40.311
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2023.0,19.7801593904483
Mexico,MEX,2023.0,47.317
Middle income,MIC,2023.0,47.0306775307759
North Macedonia,MKD,2023.0,42.158
Mali,MLI,2023.0,53.06
Malta,MLT,2023.0,55.525
Myanmar,MMR,2023.0,41.051
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2023.0,17.7826678754986
Montenegro,MNE,2023.0,51.777
Mongolia,MNG,2023.0,52.467
Mozambique,MOZ,2023.0,77.269
Mauritania,MRT,2023.0,26.198
Mauritius,MUS,2023.0,47.644
Malawi,MWI,2023.0,58.644
Malaysia,MYS,2023.0,51.592
North America,NAC,2023.0,57.1015163773439
Namibia,NAM,2023.0,54.828
New Caledonia,NCL,2023.0,52.221
Niger,NER,2023.0,72.501
Nigeria,NGA,2023.0,80.693
Nicaragua,NIC,2023.0,50.728
Netherlands,NLD,2023.0,63.079
Norway,NOR,2023.0,62.371
Nepal,NPL,2023.0,27.302
New Zealand,NZL,2023.0,66.922
OECD members,OED,2023.0,53.2457701770043
Oman,OMN,2023.0,30.321
Other small states,OSS,2023.0,51.5329567666623
Pakistan,PAK,2023.0,23.997
Panama,PAN,2023.0,52.694
Peru,PER,2023.0,65.083
Philippines,PHL,2023.0,50.445
Papua New Guinea,PNG,2023.0,50.644
Poland,POL,2023.0,52.209
Pre-demographic dividend,PRE,2023.0,63.1102710633554
Puerto Rico (US),PRI,2023.0,36.29
"Korea, Dem. People's Rep.",PRK,2023.0,77.724
Portugal,PRT,2023.0,54.719
Paraguay,PRY,2023.0,58.994
Pacific island small states,PSS,2023.0,53.5905746382427
Post-demographic dividend,PST,2023.0,55.0750333965184
French Polynesia,PYF,2023.0,47.404
Qatar,QAT,2023.0,63.308
Romania,ROU,2023.0,42.172
Russian Federation,RUS,2023.0,55.363
Rwanda,RWA,2023.0,58.044
South Asia,SAS,2023.0,32.0489509421954
Saudi Arabia,SAU,2023.0,34.278
Senegal,SEN,2023.0,37.767
Singapore,SGP,2023.0,63.299
Solomon Islands,SLB,2023.0,82.327
Sierra Leone,SLE,2023.0,51.774
El Salvador,SLV,2023.0,48.521
"Somalia, Fed. Rep.",SOM,2023.0,20.707
Serbia,SRB,2023.0,51.414
Sub-Saharan Africa (excluding high income),SSA,2023.0,65.9834635926816
South Sudan,SSD,2023.0,70.393
Sub-Saharan Africa,SSF,2023.0,65.1283639759208
Small states,SST,2023.0,51.8144816145897
Sao Tome and Principe,STP,2023.0,22.874
Suriname,SUR,2023.0,44.348
Slovak Republic,SVK,2023.0,55.698
Slovenia,SVN,2023.0,52.986
Sweden,SWE,2023.0,61.685
Eswatini,SWZ,2023.0,48.24
Syrian Arab Republic,SYR,2023.0,12.879
Chad,TCD,2023.0,47.817
East Asia & Pacific (IDA & IBRD countries),TEA,2023.0,58.802254080471
Europe & Central Asia (IDA & IBRD countries),TEC,2023.0,48.8726510078119
Togo,TGO,2023.0,56.49
Thailand,THA,2023.0,60.311
Tajikistan,TJK,2023.0,21.674
Turkmenistan,TKM,2023.0,38.228
Latin America & the Caribbean (IDA & IBRD countries),TLA,2023.0,51.5049005114493
Timor-Leste,TLS,2023.0,60.774
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2023.0,17.7826678754986
Tonga,TON,2023.0,42.617
South Asia (IDA & IBRD),TSA,2023.0,32.0489509421954
Sub-Saharan Africa (IDA & IBRD countries),TSS,2023.0,65.1283639759208
Trinidad and Tobago,TTO,2023.0,50.031
Tunisia,TUN,2023.0,26.781
Turkiye,TUR,2023.0,35.764
Tanzania,TZA,2023.0,80.33
Uganda,UGA,2023.0,75.445
Upper middle income,UMC,2023.0,53.8980244703991
Uruguay,URY,2023.0,56.518
United States,USA,2023.0,56.602
Uzbekistan,UZB,2023.0,41.24
St. Vincent and the Grenadines,VCT,2023.0,58.568
"Venezuela, RB",VEN,2023.0,36.158
Virgin Islands (U.S.),VIR,2023.0,52.999
Viet Nam,VNM,2023.0,69.215
Vanuatu,VUT,2023.0,53.604
World,WLD,2023.0,49.0297087675013
Samoa,WSM,2023.0,31.158
"Yemen, Rep.",YEM,2023.0,4.752
South Africa,ZAF,2023.0,49.052
Zambia,ZMB,2023.0,56.361
Zimbabwe,ZWE,2023.0,62.178
Africa Eastern and Southern,AFE,2024.0,63.6432923969461
Afghanistan,AFG,2024.0,5.123
Africa Western and Central,AFW,2024.0,67.3412095025108
Angola,AGO,2024.0,72.359
Albania,ALB,2024.0,58.154
Arab World,ARB,2024.0,19.0059757044768
United Arab Emirates,ARE,2024.0,52.519
Argentina,ARG,2024.0,52.281
Armenia,ARM,2024.0,51.586
Australia,AUS,2024.0,62.647
Austria,AUT,2024.0,55.408
Azerbaijan,AZE,2024.0,61.35
Burundi,BDI,2024.0,79.728
Belgium,BEL,2024.0,49.97
Benin,BEN,2024.0,74.985
Burkina Faso,BFA,2024.0,64.113
Bangladesh,BGD,2024.0,38.708
Bulgaria,BGR,2024.0,50.487
Bahrain,BHR,2024.0,42.406
"Bahamas, The",BHS,2024.0,70.973
Bosnia and Herzegovina,BIH,2024.0,39.399
Belarus,BLR,2024.0,57.229
Belize,BLZ,2024.0,43.833
Bolivia,BOL,2024.0,72.389
Brazil,BRA,2024.0,53.576
Barbados,BRB,2024.0,61.371
Brunei Darussalam,BRN,2024.0,54.71
Bhutan,BTN,2024.0,56.636
Botswana,BWA,2024.0,63.45
Central African Republic,CAF,2024.0,65.544
Canada,CAN,2024.0,60.415
Central Europe and the Baltics,CEB,2024.0,50.7658634436614
Switzerland,CHE,2024.0,62.53
Channel Islands,CHI,2024.0,49.628
Chile,CHL,2024.0,52.784
China,CHN,2024.0,59.448
Cote d'Ivoire,CIV,2024.0,59.465
Cameroon,CMR,2024.0,57.104
"Congo, Dem. Rep.",COD,2024.0,61.886
"Congo, Rep.",COG,2024.0,65.604
Colombia,COL,2024.0,51.719
Comoros,COM,2024.0,47.126
Cabo Verde,CPV,2024.0,50.429
Costa Rica,CRI,2024.0,45.982
Caribbean small states,CSS,2024.0,51.3615000710727
Cuba,CUB,2024.0,40.393
Cyprus,CYP,2024.0,61.408
Czechia,CZE,2024.0,53.656
Germany,DEU,2024.0,55.622
Djibouti,DJI,2024.0,19.235
Denmark,DNK,2024.0,60.902
Dominican Republic,DOM,2024.0,53.266
Algeria,DZA,2024.0,14.306
East Asia & Pacific (excluding high income),EAP,2024.0,58.482642324428
Early-demographic dividend,EAR,2024.0,37.2243237109038
East Asia & Pacific,EAS,2024.0,58.2578993635802
Europe & Central Asia (excluding high income),ECA,2024.0,44.1735697253166
Europe & Central Asia,ECS,2024.0,51.4031476358676
Ecuador,ECU,2024.0,52.394
"Egypt, Arab Rep.",EGY,2024.0,18.468
Euro area,EMU,2024.0,51.8837053357391
Eritrea,ERI,2024.0,72.854
Spain,ESP,2024.0,53.195
Estonia,EST,2024.0,61.258
Ethiopia,ETH,2024.0,58.391
European Union,EUU,2024.0,51.8737033852374
Fragile and conflict affected situations,FCS,2024.0,54.0741636498013
Finland,FIN,2024.0,56.668
Fiji,FJI,2024.0,38.501
France,FRA,2024.0,51.773
Gabon,GAB,2024.0,41.808
United Kingdom,GBR,2024.0,57.489
Georgia,GEO,2024.0,56.673
Ghana,GHA,2024.0,55.733
Guinea,GIN,2024.0,42.882
"Gambia, The",GMB,2024.0,45.428
Guinea-Bissau,GNB,2024.0,60.17
Equatorial Guinea,GNQ,2024.0,53.044
Greece,GRC,2024.0,45.027
Guatemala,GTM,2024.0,38.42
Guam,GUM,2024.0,56.468
Guyana,GUY,2024.0,47.381
High income,HIC,2024.0,54.4896016935418
"Hong Kong SAR, China",HKG,2024.0,52.256
Honduras,HND,2024.0,39.617
Heavily indebted poor countries (HIPC),HPC,2024.0,59.5074255908649
Croatia,HRV,2024.0,47.541
Haiti,HTI,2024.0,58.321
Hungary,HUN,2024.0,54.398
IBRD only,IBD,2024.0,46.9096128183259
IDA & IBRD total,IBT,2024.0,47.8404669347317
IDA total,IDA,2024.0,50.8703705139839
IDA blend,IDB,2024.0,51.9687724154558
Indonesia,IDN,2024.0,53.588
IDA only,IDX,2024.0,50.2752635010782
India,IND,2024.0,32.415
Ireland,IRL,2024.0,59.838
"Iran, Islamic Rep.",IRN,2024.0,14.144
Iraq,IRQ,2024.0,11.003
Iceland,ISL,2024.0,70.252
Israel,ISR,2024.0,62.196
Italy,ITA,2024.0,41.03
Jamaica,JAM,2024.0,62.913
Jordan,JOR,2024.0,16.008
Japan,JPN,2024.0,55.596
Kazakhstan,KAZ,2024.0,65.291
Kenya,KEN,2024.0,63.012
Kyrgyz Republic,KGZ,2024.0,44.256
Cambodia,KHM,2024.0,77.299
"Korea, Rep.",KOR,2024.0,56.826
Kuwait,KWT,2024.0,47.336
Latin America & Caribbean (excluding high income),LAC,2024.0,52.0973002901398
Lao PDR,LAO,2024.0,61.466
Liberia,LBR,2024.0,72.021
Libya,LBY,2024.0,33.28
St. Lucia,LCA,2024.0,61.885
Latin America & Caribbean,LCN,2024.0,51.4207929990083
Least developed countries: UN classification,LDC,2024.0,52.661791319749
Low income,LIC,2024.0,53.9148386988902
Sri Lanka,LKA,2024.0,30.998
Lower middle income,LMC,2024.0,40.5200368335267
Low & middle income,LMY,2024.0,47.5922702202611
Lesotho,LSO,2024.0,48.457
Late-demographic dividend,LTE,2024.0,57.3949695736363
Lithuania,LTU,2024.0,57.86
Luxembourg,LUX,2024.0,57.645
Latvia,LVA,2024.0,55.516
"Macao SAR, China",MAC,2024.0,63.512
Morocco,MAR,2024.0,19.827
Moldova,MDA,2024.0,72.177
Madagascar,MDG,2024.0,82.915
Maldives,MDV,2024.0,40.455
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2024.0,19.7389087214856
Mexico,MEX,2024.0,47.414
Middle income,MIC,2024.0,47.116371123356
North Macedonia,MKD,2024.0,42.884
Mali,MLI,2024.0,53.093
Malta,MLT,2024.0,55.894
Myanmar,MMR,2024.0,40.959
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2024.0,17.7216987287405
Montenegro,MNE,2024.0,51.429
Mongolia,MNG,2024.0,52.1
Mozambique,MOZ,2024.0,77.206
Mauritania,MRT,2024.0,26.239
Mauritius,MUS,2024.0,47.45
Malawi,MWI,2024.0,58.534
Malaysia,MYS,2024.0,51.617
North America,NAC,2024.0,56.9929790553499
Namibia,NAM,2024.0,54.911
New Caledonia,NCL,2024.0,51.608
Niger,NER,2024.0,72.787
Nigeria,NGA,2024.0,80.714
Nicaragua,NIC,2024.0,51.082
Netherlands,NLD,2024.0,62.882
Norway,NOR,2024.0,62.292
Nepal,NPL,2024.0,27.378
New Zealand,NZL,2024.0,66.255
OECD members,OED,2024.0,53.3917422187829
Oman,OMN,2024.0,30.061
Other small states,OSS,2024.0,51.4910398601972
Pakistan,PAK,2024.0,23.989
Panama,PAN,2024.0,54.832
Peru,PER,2024.0,64.939
Philippines,PHL,2024.0,50.511
Papua New Guinea,PNG,2024.0,50.697
Poland,POL,2024.0,51.913
Pre-demographic dividend,PRE,2024.0,63.0394741393724
Puerto Rico (US),PRI,2024.0,36.681
"Korea, Dem. People's Rep.",PRK,2024.0,77.722
Portugal,PRT,2024.0,54.888
Paraguay,PRY,2024.0,58.944
Pacific island small states,PSS,2024.0,53.792523589903
Post-demographic dividend,PST,2024.0,55.1549928532933
French Polynesia,PYF,2024.0,46.983
Qatar,QAT,2024.0,61.78
Romania,ROU,2024.0,41.904
Russian Federation,RUS,2024.0,55.214
Rwanda,RWA,2024.0,57.099
South Asia,SAS,2024.0,32.9751751800702
Saudi Arabia,SAU,2024.0,33.305
Senegal,SEN,2024.0,37.99
Singapore,SGP,2024.0,63.136
Solomon Islands,SLB,2024.0,82.328
Sierra Leone,SLE,2024.0,51.815
El Salvador,SLV,2024.0,48.957
"Somalia, Fed. Rep.",SOM,2024.0,20.722
Serbia,SRB,2024.0,52.619
Sub-Saharan Africa (excluding high income),SSA,2024.0,66.0172977651906
Sub-Saharan Africa,SSF,2024.0,65.1768859036468
Small states,SST,2024.0,51.714026132595
Sao Tome and Principe,STP,2024.0,22.771
Suriname,SUR,2024.0,44.887
Slovak Republic,SVK,2024.0,55.464
Slovenia,SVN,2024.0,52.644
Sweden,SWE,2024.0,61.68
Eswatini,SWZ,2024.0,48.422
Syrian Arab Republic,SYR,2024.0,12.772
Chad,TCD,2024.0,47.554
East Asia & Pacific (IDA & IBRD countries),TEA,2024.0,58.2367247541072
Europe & Central Asia (IDA & IBRD countries),TEC,2024.0,48.9959150760124
Togo,TGO,2024.0,56.604
Thailand,THA,2024.0,59.473
Tajikistan,TJK,2024.0,21.946
Turkmenistan,TKM,2024.0,38.35
Latin America & the Caribbean (IDA & IBRD countries),TLA,2024.0,51.6986261209599
Timor-Leste,TLS,2024.0,61.457
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2024.0,17.7216987287405
Tonga,TON,2024.0,42.5
South Asia (IDA & IBRD),TSA,2024.0,32.9751751800702
Sub-Saharan Africa (IDA & IBRD countries),TSS,2024.0,65.1768859036468
Trinidad and Tobago,TTO,2024.0,48.149
Tunisia,TUN,2024.0,26.635
Turkiye,TUR,2024.0,36.786
Tanzania,TZA,2024.0,80.288
Uganda,UGA,2024.0,75.556
Upper middle income,UMC,2024.0,53.5173768538018
Uruguay,URY,2024.0,57.264
United States,USA,2024.0,56.561
Uzbekistan,UZB,2024.0,41.273
St. Vincent and the Grenadines,VCT,2024.0,59.253
"Venezuela, RB",VEN,2024.0,37.332
Virgin Islands (U.S.),VIR,2024.0,52.833
Viet Nam,VNM,2024.0,68.905
Vanuatu,VUT,2024.0,53.531
World,WLD,2024.0,49.0782841403016
Samoa,WSM,2024.0,31.145
"Yemen, Rep.",YEM,2024.0,4.705
South Africa,ZAF,2024.0,49.801
Zambia,ZMB,2024.0,56.366
Zimbabwe,ZWE,2024.0,62.115
