country,country_code,year,female_life_expectancy
Zambia,ZMB,2016.0,63.259
Zimbabwe,ZWE,2016.0,61.401
Aruba,ABW,2017.0,78.25
Africa Eastern and Southern,AFE,2017.0,65.0825533065014
Afghanistan,AFG,2017.0,65.606
Africa Western and Central,AFW,2017.0,57.6162278555628
Angola,AGO,2017.0,64.527
Albania,ALB,2017.0,80.795
Andorra,AND,2017.0,86.322
Arab World,ARB,2017.0,73.2310349975723
United Arab Emirates,ARE,2017.0,83.732
Argentina,ARG,2017.0,79.204
Armenia,ARM,2017.0,78.7
American Samoa,ASM,2017.0,75.588
Antigua and Barbuda,ATG,2017.0,79.88
Australia,AUS,2017.0,84.6
Austria,AUT,2017.0,84.0
Azerbaijan,AZE,2017.0,75.622
Burundi,BDI,2017.0,63.124
Belgium,BEL,2017.0,83.9
Benin,BEN,2017.0,60.632
Burkina Faso,BFA,2017.0,61.195
Bangladesh,BGD,2017.0,73.51
Bulgaria,BGR,2017.0,78.4
Bahrain,BHR,2017.0,81.478
"Bahamas, The",BHS,2017.0,77.725
Bosnia and Herzegovina,BIH,2017.0,80.086
Belarus,BLR,2017.0,79.2
Belize,BLZ,2017.0,75.217
Bermuda,BMU,2017.0,84.647
Bolivia,BOL,2017.0,69.951
Brazil,BRA,2017.0,78.781
Barbados,BRB,2017.0,78.296
Brunei Darussalam,BRN,2017.0,77.181
Bhutan,BTN,2017.0,73.246
Botswana,BWA,2017.0,67.612
Central African Republic,CAF,2017.0,50.067
Canada,CAN,2017.0,84.0
Central Europe and the Baltics,CEB,2017.0,80.6954574290558
Switzerland,CHE,2017.0,85.6
Channel Islands,CHI,2017.0,83.3
Chile,CHL,2017.0,82.783
China,CHN,2017.0,80.27
Cote d'Ivoire,CIV,2017.0,61.23
Cameroon,CMR,2017.0,62.856
"Congo, Dem. Rep.",COD,2017.0,61.307
"Congo, Rep.",COG,2017.0,65.709
Colombia,COL,2017.0,79.334
Comoros,COM,2017.0,67.053
Cabo Verde,CPV,2017.0,78.115
Costa Rica,CRI,2017.0,82.662
Caribbean small states,CSS,2017.0,75.4291116545964
Cuba,CUB,2017.0,79.791
Curacao,CUW,2017.0,80.442
Cayman Islands,CYM,2017.0,81.075
Cyprus,CYP,2017.0,83.871
Czechia,CZE,2017.0,82.0
Germany,DEU,2017.0,83.4
Djibouti,DJI,2017.0,66.172
Dominica,DMA,2017.0,70.937
Denmark,DNK,2017.0,83.1
Dominican Republic,DOM,2017.0,76.776
Algeria,DZA,2017.0,76.75
East Asia & Pacific (excluding high income),EAP,2017.0,78.243744430375
Early-demographic dividend,EAR,2017.0,72.3911822940031
East Asia & Pacific,EAS,2017.0,79.1057702757572
Europe & Central Asia (excluding high income),ECA,2017.0,77.9467556590561
Europe & Central Asia,ECS,2017.0,81.1716465596435
Ecuador,ECU,2017.0,78.589
"Egypt, Arab Rep.",EGY,2017.0,72.982
Euro area,EMU,2017.0,84.5218216677333
Eritrea,ERI,2017.0,68.656
Spain,ESP,2017.0,86.1
Estonia,EST,2017.0,82.6
Ethiopia,ETH,2017.0,67.746
European Union,EUU,2017.0,83.7457016779429
Fragile and conflict affected situations,FCS,2017.0,63.5034198862126
Finland,FIN,2017.0,84.5
Fiji,FJI,2017.0,69.313
France,FRA,2017.0,85.7
Faroe Islands,FRO,2017.0,84.3872
"Micronesia, Fed. Sts.",FSM,2017.0,68.84
Gabon,GAB,2017.0,69.181
United Kingdom,GBR,2017.0,83.1
Georgia,GEO,2017.0,78.194
Ghana,GHA,2017.0,65.788
Gibraltar,GIB,2017.0,85.516
Guinea,GIN,2017.0,59.919
"Gambia, The",GMB,2017.0,65.134
Guinea-Bissau,GNB,2017.0,63.246
Equatorial Guinea,GNQ,2017.0,63.263
Greece,GRC,2017.0,83.9
Grenada,GRD,2017.0,78.117
Greenland,GRL,2017.0,73.93
Guatemala,GTM,2017.0,74.108
Guam,GUM,2017.0,80.714
Guyana,GUY,2017.0,72.369
High income,HIC,2017.0,82.7558628923057
"Hong Kong SAR, China",HKG,2017.0,87.61
Honduras,HND,2017.0,74.385
Heavily indebted poor countries (HIPC),HPC,2017.0,64.5462851390504
Croatia,HRV,2017.0,80.8
Haiti,HTI,2017.0,66.688
Hungary,HUN,2017.0,79.3
IBRD only,IBD,2017.0,76.1668373484523
IDA & IBRD total,IBT,2017.0,73.3431262052838
IDA total,IDA,2017.0,65.3985758893796
IDA blend,IDB,2017.0,62.446899008748
Indonesia,IDN,2017.0,71.945
IDA only,IDX,2017.0,66.973904600555
Isle of Man,IMN,2017.0,82.326
India,IND,2017.0,71.632
Ireland,IRL,2017.0,84.0
"Iran, Islamic Rep.",IRN,2017.0,78.349
Iraq,IRQ,2017.0,72.475
Iceland,ISL,2017.0,84.3
Israel,ISR,2017.0,84.6
Italy,ITA,2017.0,85.2
Jamaica,JAM,2017.0,74.14
Jordan,JOR,2017.0,78.378
Japan,JPN,2017.0,87.26
Kazakhstan,KAZ,2017.0,77.215
Kenya,KEN,2017.0,64.933
Kyrgyz Republic,KGZ,2017.0,75.4
Cambodia,KHM,2017.0,72.198
Kiribati,KIR,2017.0,67.407
St. Kitts and Nevis,KNA,2017.0,75.264
"Korea, Rep.",KOR,2017.0,85.7
Kuwait,KWT,2017.0,81.236
Latin America & Caribbean (excluding high income),LAC,2017.0,77.6694389234192
Lao PDR,LAO,2017.0,69.561
Lebanon,LBN,2017.0,80.13
Liberia,LBR,2017.0,61.937
Libya,LBY,2017.0,75.875
St. Lucia,LCA,2017.0,76.156
Latin America & Caribbean,LCN,2017.0,77.8502242580295
Least developed countries: UN classification,LDC,2017.0,66.2977914412848
Low income,LIC,2017.0,63.9171910856288
Liechtenstein,LIE,2017.0,86.0
Sri Lanka,LKA,2017.0,79.592
Lower middle income,LMC,2017.0,69.912704167933
Low & middle income,LMY,2017.0,73.2105133600842
Lesotho,LSO,2017.0,56.269
Late-demographic dividend,LTE,2017.0,79.694444189565
Lithuania,LTU,2017.0,80.5
Luxembourg,LUX,2017.0,84.4
Latvia,LVA,2017.0,79.7
"Macao SAR, China",MAC,2017.0,86.6
St. Martin (French part),MAF,2017.0,82.251
Morocco,MAR,2017.0,75.553
Monaco,MCO,2017.0,88.357
Moldova,MDA,2017.0,74.892
Madagascar,MDG,2017.0,65.05
Maldives,MDV,2017.0,80.788
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2017.0,72.9394908356558
Mexico,MEX,2017.0,76.972
Marshall Islands,MHL,2017.0,68.01
Middle income,MIC,2017.0,74.0828232998568
North Macedonia,MKD,2017.0,77.9
Mali,MLI,2017.0,59.671
Malta,MLT,2017.0,84.5
Myanmar,MMR,2017.0,68.918
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2017.0,72.2742156149164
Montenegro,MNE,2017.0,79.4
Mongolia,MNG,2017.0,75.44
Northern Mariana Islands,MNP,2017.0,79.506
Mozambique,MOZ,2017.0,62.33
Mauritania,MRT,2017.0,68.954
Mauritius,MUS,2017.0,77.89
Malawi,MWI,2017.0,67.064
Malaysia,MYS,2017.0,78.262
North America,NAC,2017.0,81.395525221152
Namibia,NAM,2017.0,65.099
New Caledonia,NCL,2017.0,80.287
Niger,NER,2017.0,60.409
Nigeria,NGA,2017.0,52.639
Nicaragua,NIC,2017.0,75.98
Netherlands,NLD,2017.0,83.4
Norway,NOR,2017.0,84.3
Nepal,NPL,2017.0,70.092
Nauru,NRU,2017.0,64.128
New Zealand,NZL,2017.0,83.6
OECD members,OED,2017.0,82.6306263919158
Oman,OMN,2017.0,81.669
Other small states,OSS,2017.0,74.7320121629158
Pakistan,PAK,2017.0,68.674
Panama,PAN,2017.0,80.866
Peru,PER,2017.0,78.264
Philippines,PHL,2017.0,73.421
Palau,PLW,2017.0,72.37
Papua New Guinea,PNG,2017.0,68.011
Poland,POL,2017.0,81.8
Pre-demographic dividend,PRE,2017.0,61.3008943041943
Puerto Rico (US),PRI,2017.0,82.225
"Korea, Dem. People's Rep.",PRK,2017.0,75.461
Portugal,PRT,2017.0,84.6
Paraguay,PRY,2017.0,76.648
West Bank and Gaza,PSE,2017.0,77.343
Pacific island small states,PSS,2017.0,70.6418854866438
Post-demographic dividend,PST,2017.0,83.3744335004435
French Polynesia,PYF,2017.0,85.386
Qatar,QAT,2017.0,83.51
Romania,ROU,2017.0,79.0
Russian Federation,RUS,2017.0,77.64
Rwanda,RWA,2017.0,68.245
South Asia,SAS,2017.0,71.9227090877332
Saudi Arabia,SAU,2017.0,80.429
Sudan,SDN,2017.0,68.024
Senegal,SEN,2017.0,68.895
Singapore,SGP,2017.0,85.4
Solomon Islands,SLB,2017.0,71.118
Sierra Leone,SLE,2017.0,58.804
El Salvador,SLV,2017.0,75.811
San Marino,SMR,2017.0,86.525
"Somalia, Fed. Rep.",SOM,2017.0,54.275
Serbia,SRB,2017.0,78.1
Sub-Saharan Africa (excluding high income),SSA,2017.0,61.4304535303823
South Sudan,SSD,2017.0,38.675
Sub-Saharan Africa,SSF,2017.0,62.067892433918
Small states,SST,2017.0,74.3540432952322
Sao Tome and Principe,STP,2017.0,70.628
Suriname,SUR,2017.0,74.53
Slovak Republic,SVK,2017.0,80.7
Slovenia,SVN,2017.0,84.0
Sweden,SWE,2017.0,84.1
Eswatini,SWZ,2017.0,60.197
Sint Maarten (Dutch part),SXM,2017.0,78.309
Seychelles,SYC,2017.0,78.5
Syrian Arab Republic,SYR,2017.0,71.877
Turks and Caicos Islands,TCA,2017.0,79.771
Chad,TCD,2017.0,53.266
East Asia & Pacific (IDA & IBRD countries),TEA,2017.0,78.2795646454919
Europe & Central Asia (IDA & IBRD countries),TEC,2017.0,78.2391606607161
Togo,TGO,2017.0,60.394
Thailand,THA,2017.0,81.383
Tajikistan,TJK,2017.0,72.717
Turkmenistan,TKM,2017.0,72.172
Latin America & the Caribbean (IDA & IBRD countries),TLA,2017.0,77.7873103074233
Timor-Leste,TLS,2017.0,67.609
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2017.0,72.2387732439968
Tonga,TON,2017.0,75.784
South Asia (IDA & IBRD),TSA,2017.0,71.9227090877332
Sub-Saharan Africa (IDA & IBRD countries),TSS,2017.0,62.067892433918
Trinidad and Tobago,TTO,2017.0,76.038
Tunisia,TUN,2017.0,77.798
Turkiye,TUR,2017.0,80.252
Tuvalu,TUV,2017.0,69.273
Tanzania,TZA,2017.0,67.57
Uganda,UGA,2017.0,67.823
Ukraine,UKR,2017.0,78.55
Upper middle income,UMC,2017.0,78.3955449783535
Uruguay,URY,2017.0,81.204
United States,USA,2017.0,81.1
Uzbekistan,UZB,2017.0,74.794
St. Vincent and the Grenadines,VCT,2017.0,74.177
"Venezuela, RB",VEN,2017.0,76.306
British Virgin Islands,VGB,2017.0,78.199
Virgin Islands (U.S.),VIR,2017.0,82.8
Viet Nam,VNM,2017.0,78.79
Vanuatu,VUT,2017.0,73.017
World,WLD,2017.0,74.9001171070527
Samoa,WSM,2017.0,73.014
Kosovo,XKX,2017.0,79.056
"Yemen, Rep.",YEM,2017.0,70.122
South Africa,ZAF,2017.0,68.58
Zambia,ZMB,2017.0,63.863
Zimbabwe,ZWE,2017.0,62.016
Aruba,ABW,2018.0,78.708
Africa Eastern and Southern,AFE,2018.0,65.8727615555546
Afghanistan,AFG,2018.0,65.942
Africa Western and Central,AFW,2018.0,58.0296793848087
Angola,AGO,2018.0,65.057
Albania,ALB,2018.0,81.001
Andorra,AND,2018.0,86.196
Arab World,ARB,2018.0,73.5098368993471
United Arab Emirates,ARE,2018.0,83.912
Argentina,ARG,2018.0,79.505
Armenia,ARM,2018.0,79.0
American Samoa,ASM,2018.0,75.687
Antigua and Barbuda,ATG,2018.0,79.887
Australia,AUS,2018.0,84.9
Austria,AUT,2018.0,84.1
Azerbaijan,AZE,2018.0,75.946
Burundi,BDI,2018.0,63.615
Belgium,BEL,2018.0,83.9
Benin,BEN,2018.0,60.752
Burkina Faso,BFA,2018.0,61.604
Bangladesh,BGD,2018.0,73.953
Bulgaria,BGR,2018.0,78.6
Bahrain,BHR,2018.0,81.507
"Bahamas, The",BHS,2018.0,77.731
Bosnia and Herzegovina,BIH,2018.0,81.435
Belarus,BLR,2018.0,79.4
Belize,BLZ,2018.0,75.45
Bermuda,BMU,2018.0,84.842
Bolivia,BOL,2018.0,70.132
Brazil,BRA,2018.0,78.977
Barbados,BRB,2018.0,78.427
Brunei Darussalam,BRN,2018.0,77.23
Bhutan,BTN,2018.0,73.585
Botswana,BWA,2018.0,68.696
Central African Republic,CAF,2018.0,55.201
Canada,CAN,2018.0,83.96
Central Europe and the Baltics,CEB,2018.0,80.7834058744221
Switzerland,CHE,2018.0,85.7
Channel Islands,CHI,2018.0,83.5
Chile,CHL,2018.0,82.776
China,CHN,2018.0,80.573
Cote d'Ivoire,CIV,2018.0,61.756
Cameroon,CMR,2018.0,63.334
"Congo, Dem. Rep.",COD,2018.0,61.816
"Congo, Rep.",COG,2018.0,66.017
Colombia,COL,2018.0,79.517
Comoros,COM,2018.0,67.392
Cabo Verde,CPV,2018.0,78.239
Costa Rica,CRI,2018.0,82.961
Caribbean small states,CSS,2018.0,75.541722782931
Cuba,CUB,2018.0,79.899
Curacao,CUW,2018.0,80.507
Cayman Islands,CYM,2018.0,81.291
Cyprus,CYP,2018.0,83.765
Czechia,CZE,2018.0,82.0
Germany,DEU,2018.0,83.3
Djibouti,DJI,2018.0,66.592
Dominica,DMA,2018.0,74.421
Denmark,DNK,2018.0,82.9
Dominican Republic,DOM,2018.0,76.936
Algeria,DZA,2018.0,76.928
East Asia & Pacific (excluding high income),EAP,2018.0,78.4540320912185
Early-demographic dividend,EAR,2018.0,72.6566281887762
East Asia & Pacific,EAS,2018.0,79.3002101784609
Europe & Central Asia (excluding high income),ECA,2018.0,78.1774842030661
Europe & Central Asia,ECS,2018.0,81.3147943277948
Ecuador,ECU,2018.0,79.877
"Egypt, Arab Rep.",EGY,2018.0,73.209
Euro area,EMU,2018.0,84.6445512895033
Eritrea,ERI,2018.0,69.035
Spain,ESP,2018.0,86.3
Estonia,EST,2018.0,82.7
Ethiopia,ETH,2018.0,68.298
European Union,EUU,2018.0,83.8568175502211
Fragile and conflict affected situations,FCS,2018.0,64.0315622301149
Finland,FIN,2018.0,84.5
Fiji,FJI,2018.0,69.014
France,FRA,2018.0,85.8
Faroe Islands,FRO,2018.0,84.4703
"Micronesia, Fed. Sts.",FSM,2018.0,69.151
Gabon,GAB,2018.0,69.421
United Kingdom,GBR,2018.0,83.1
Georgia,GEO,2018.0,78.75
Ghana,GHA,2018.0,66.164
Gibraltar,GIB,2018.0,85.649
Guinea,GIN,2018.0,60.217
"Gambia, The",GMB,2018.0,65.516
Guinea-Bissau,GNB,2018.0,63.77
Equatorial Guinea,GNQ,2018.0,63.718
Greece,GRC,2018.0,84.4
Grenada,GRD,2018.0,78.168
Greenland,GRL,2018.0,73.84
Guatemala,GTM,2018.0,73.817
Guam,GUM,2018.0,80.824
Guyana,GUY,2018.0,72.615
High income,HIC,2018.0,82.8679991302601
"Hong Kong SAR, China",HKG,2018.0,87.61
Honduras,HND,2018.0,74.6
Heavily indebted poor countries (HIPC),HPC,2018.0,65.0918545748426
Croatia,HRV,2018.0,81.3
Haiti,HTI,2018.0,66.988
Hungary,HUN,2018.0,79.6
IBRD only,IBD,2018.0,76.4046883845135
IDA & IBRD total,IBT,2018.0,73.6192943703806
IDA total,IDA,2018.0,65.8834514670944
IDA blend,IDB,2018.0,62.7183670145085
Indonesia,IDN,2018.0,72.113
IDA only,IDX,2018.0,67.5686069536808
Isle of Man,IMN,2018.0,82.546
India,IND,2018.0,71.963
Ireland,IRL,2018.0,84.1
"Iran, Islamic Rep.",IRN,2018.0,78.612
Iraq,IRQ,2018.0,72.842
Iceland,ISL,2018.0,84.5
Israel,ISR,2018.0,84.8
Italy,ITA,2018.0,85.6
Jamaica,JAM,2018.0,74.038
Jordan,JOR,2018.0,78.834
Japan,JPN,2018.0,87.32
Kazakhstan,KAZ,2018.0,77.503
Kenya,KEN,2018.0,65.003
Kyrgyz Republic,KGZ,2018.0,75.6
Cambodia,KHM,2018.0,72.389
Kiribati,KIR,2018.0,67.436
St. Kitts and Nevis,KNA,2018.0,75.327
"Korea, Rep.",KOR,2018.0,85.7
Kuwait,KWT,2018.0,81.435
Latin America & Caribbean (excluding high income),LAC,2018.0,77.8701505591642
Lao PDR,LAO,2018.0,69.815
Lebanon,LBN,2018.0,80.093
Liberia,LBR,2018.0,62.173
Libya,LBY,2018.0,76.17
St. Lucia,LCA,2018.0,76.271
Latin America & Caribbean,LCN,2018.0,78.0639488923239
Least developed countries: UN classification,LDC,2018.0,66.925117862847
Low income,LIC,2018.0,64.7350165106469
Liechtenstein,LIE,2018.0,85.5
Sri Lanka,LKA,2018.0,79.812
Lower middle income,LMC,2018.0,70.1794815104495
Low & middle income,LMY,2018.0,73.4912601874014
Lesotho,LSO,2018.0,57.055
Late-demographic dividend,LTE,2018.0,79.9502913569721
Lithuania,LTU,2018.0,80.7
Luxembourg,LUX,2018.0,84.6
Latvia,LVA,2018.0,79.7
"Macao SAR, China",MAC,2018.0,86.7
St. Martin (French part),MAF,2018.0,83.849
Morocco,MAR,2018.0,75.994
Monaco,MCO,2018.0,88.369
Moldova,MDA,2018.0,74.665
Madagascar,MDG,2018.0,65.102
Maldives,MDV,2018.0,81.136
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2018.0,73.1639393673421
Mexico,MEX,2018.0,77.13
Marshall Islands,MHL,2018.0,68.227
Middle income,MIC,2018.0,74.3271399944312
North Macedonia,MKD,2018.0,78.8
Mali,MLI,2018.0,60.064
Malta,MLT,2018.0,84.4
Myanmar,MMR,2018.0,69.224
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2018.0,72.5102309625214
Montenegro,MNE,2018.0,80.6
Mongolia,MNG,2018.0,75.78
Northern Mariana Islands,MNP,2018.0,79.474
Mozambique,MOZ,2018.0,63.093
Mauritania,MRT,2018.0,69.258
Mauritius,MUS,2018.0,77.72
Malawi,MWI,2018.0,67.918
Malaysia,MYS,2018.0,78.431
North America,NAC,2018.0,81.4835096478484
Namibia,NAM,2018.0,66.183
New Caledonia,NCL,2018.0,80.368
Niger,NER,2018.0,60.658
Nigeria,NGA,2018.0,52.914
Nicaragua,NIC,2018.0,76.628
Netherlands,NLD,2018.0,83.4
Norway,NOR,2018.0,84.5
Nepal,NPL,2018.0,70.422
Nauru,NRU,2018.0,64.093
New Zealand,NZL,2018.0,83.5
OECD members,OED,2018.0,82.7339360063398
Oman,OMN,2018.0,81.793
Other small states,OSS,2018.0,75.0229509548802
Pakistan,PAK,2018.0,68.938
Panama,PAN,2018.0,81.412
Peru,PER,2018.0,78.259
Philippines,PHL,2018.0,72.807
Palau,PLW,2018.0,72.192
Papua New Guinea,PNG,2018.0,68.167
Poland,POL,2018.0,81.7
Pre-demographic dividend,PRE,2018.0,61.9676799538163
Puerto Rico (US),PRI,2018.0,84.616
"Korea, Dem. People's Rep.",PRK,2018.0,75.64
Portugal,PRT,2018.0,84.5
Paraguay,PRY,2018.0,76.745
West Bank and Gaza,PSE,2018.0,77.609
Pacific island small states,PSS,2018.0,70.6150544766737
Post-demographic dividend,PST,2018.0,83.4579009867053
French Polynesia,PYF,2018.0,85.572
Qatar,QAT,2018.0,83.8
Romania,ROU,2018.0,79.2
Russian Federation,RUS,2018.0,77.82
Rwanda,RWA,2018.0,68.421
South Asia,SAS,2018.0,72.2636397195214
Saudi Arabia,SAU,2018.0,80.543
Sudan,SDN,2018.0,68.381
Senegal,SEN,2018.0,69.243
Singapore,SGP,2018.0,85.5
Solomon Islands,SLB,2018.0,71.231
Sierra Leone,SLE,2018.0,60.251
El Salvador,SLV,2018.0,75.944
San Marino,SMR,2018.0,86.648
"Somalia, Fed. Rep.",SOM,2018.0,56.911
Serbia,SRB,2018.0,78.4
Sub-Saharan Africa (excluding high income),SSA,2018.0,62.082135233925
South Sudan,SSD,2018.0,54.673
Sub-Saharan Africa,SSF,2018.0,62.709877367141
Small states,SST,2018.0,74.5587062327793
Sao Tome and Principe,STP,2018.0,71.335
Suriname,SUR,2018.0,74.798
Slovak Republic,SVK,2018.0,80.8
Slovenia,SVN,2018.0,84.4
Sweden,SWE,2018.0,84.3
Eswatini,SWZ,2018.0,61.391
Sint Maarten (Dutch part),SXM,2018.0,78.595
Seychelles,SYC,2018.0,77.4
Syrian Arab Republic,SYR,2018.0,72.185
Turks and Caicos Islands,TCA,2018.0,79.879
Chad,TCD,2018.0,53.903
East Asia & Pacific (IDA & IBRD countries),TEA,2018.0,78.490139030021
Europe & Central Asia (IDA & IBRD countries),TEC,2018.0,78.4250420353893
Togo,TGO,2018.0,60.782
Thailand,THA,2018.0,81.629
Tajikistan,TJK,2018.0,72.974
Turkmenistan,TKM,2018.0,72.231
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018.0,77.9924168111689
Timor-Leste,TLS,2018.0,67.955
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2018.0,72.4743341977644
Tonga,TON,2018.0,75.873
South Asia (IDA & IBRD),TSA,2018.0,72.2636397195214
Sub-Saharan Africa (IDA & IBRD countries),TSS,2018.0,62.709877367141
Trinidad and Tobago,TTO,2018.0,75.896
Tunisia,TUN,2018.0,78.007
Turkiye,TUR,2018.0,80.634
Tuvalu,TUV,2018.0,69.511
Tanzania,TZA,2018.0,68.251
Uganda,UGA,2018.0,68.473
Ukraine,UKR,2018.0,78.326
Upper middle income,UMC,2018.0,78.6452075637464
Uruguay,URY,2018.0,81.501
United States,USA,2018.0,81.2
Uzbekistan,UZB,2018.0,75.174
St. Vincent and the Grenadines,VCT,2018.0,74.166
"Venezuela, RB",VEN,2018.0,76.554
British Virgin Islands,VGB,2018.0,79.556
Virgin Islands (U.S.),VIR,2018.0,82.9
Viet Nam,VNM,2018.0,78.863
Vanuatu,VUT,2018.0,73.147
World,WLD,2018.0,75.1392360118764
Samoa,WSM,2018.0,73.028
Kosovo,XKX,2018.0,79.177
"Yemen, Rep.",YEM,2018.0,69.883
South Africa,ZAF,2018.0,68.906
