country,country_code,year,school_completion_primary_female_rate
Panama,PAN,2019.0,87.4462280273438
Peru,PER,2019.0,67.1
Philippines,PHL,2019.0,84.530891418457
Poland,POL,2019.0,99.0749736809788
Portugal,PRT,2019.0,90.2518692016602
Paraguay,PRY,2019.0,75.3142776489258
West Bank and Gaza,PSE,2019.0,91.3298263549805
Romania,ROU,2019.0,98.4786834716797
Russian Federation,RUS,2019.0,100.0
Saudi Arabia,SAU,2019.0,84.5812364868227
Senegal,SEN,2019.0,16.6994209289551
Singapore,SGP,2019.0,85.8339920043945
Sierra Leone,SLE,2019.0,23.8464298248291
El Salvador,SLV,2019.0,57.9027099609375
Serbia,SRB,2019.0,97.4143524169922
Slovak Republic,SVK,2019.0,99.7804565429688
Slovenia,SVN,2019.0,99.7558364868164
Sweden,SWE,2019.0,100.0
Seychelles,SYC,2019.0,97.7719517639189
Turks and Caicos Islands,TCA,2019.0,95.1589202880859
Chad,TCD,2019.0,10.0752696990967
Thailand,THA,2019.0,68.2362976074219
Turkmenistan,TKM,2019.0,99.6618881225586
Tonga,TON,2019.0,96.163818359375
Trinidad and Tobago,TTO,2019.0,99.3649670344645
Turkiye,TUR,2019.0,85.7307662963867
Tuvalu,TUV,2019.0,92.2201919555664
Uganda,UGA,2019.0,42.887853693958
Ukraine,UKR,2019.0,100.0
Uruguay,URY,2019.0,91.5983276367188
United States,USA,2019.0,99.6304454121311
Uzbekistan,UZB,2019.0,100.0
Viet Nam,VNM,2019.0,86.2658004760742
Vanuatu,VUT,2019.0,74.4837839831681
Samoa,WSM,2019.0,95.1079177856445
South Africa,ZAF,2019.0,83.7042189424562
Zimbabwe,ZWE,2019.0,70.5720367431641
Afghanistan,AFG,2020.0,8.29784662183322
Albania,ALB,2020.0,97.4953151895011
Armenia,ARM,2020.0,99.2012634277344
Australia,AUS,2020.0,99.5382989281263
Austria,AUT,2020.0,100.0
Belgium,BEL,2020.0,96.0909626460247
Bangladesh,BGD,2020.0,58.943359375
Bulgaria,BGR,2020.0,99.0150376537866
Bahrain,BHR,2020.0,87.3726425170898
Bosnia and Herzegovina,BIH,2020.0,86.9853134155273
Belarus,BLR,2020.0,99.8921633771662
Belize,BLZ,2020.0,81.4733581542969
Bolivia,BOL,2020.0,68.4371795654297
Brazil,BRA,2020.0,86.3
Brunei Darussalam,BRN,2020.0,88.2782728242983
Botswana,BWA,2020.0,80.2276763916016
Canada,CAN,2020.0,95.2390657542978
Switzerland,CHE,2020.0,99.4877100682464
Chile,CHL,2020.0,89.4
China,CHN,2020.0,93.7448577880859
"Congo, Dem. Rep.",COD,2020.0,54.9548234973978
Colombia,COL,2020.0,81.9578399658203
Costa Rica,CRI,2020.0,83.077392578125
Curacao,CUW,2020.0,99.5243988037109
Cyprus,CYP,2020.0,94.5671234130859
Czechia,CZE,2020.0,99.8789586610696
Germany,DEU,2020.0,100.0
Denmark,DNK,2020.0,100.0
Dominican Republic,DOM,2020.0,73.3
Ecuador,ECU,2020.0,81.6676635742188
"Egypt, Arab Rep.",EGY,2020.0,59.4815284912731
Spain,ESP,2020.0,91.9943466186523
Estonia,EST,2020.0,99.8205032348633
Finland,FIN,2020.0,100.0
France,FRA,2020.0,97.7704697767033
United Kingdom,GBR,2020.0,100.0
Georgia,GEO,2020.0,99.1882744286025
"Gambia, The",GMB,2020.0,34.478931427002
Greece,GRC,2020.0,95.2883071899414
Grenada,GRD,2020.0,98.985597966487
"Hong Kong SAR, China",HKG,2020.0,100.0
Croatia,HRV,2020.0,98.9272234476889
Hungary,HUN,2020.0,99.6411514282227
Indonesia,IDN,2020.0,78.8771896362305
India,IND,2020.0,51.8468208312988
Ireland,IRL,2020.0,99.8518456068795
"Iran, Islamic Rep.",IRN,2020.0,80.9863032124097
Iceland,ISL,2020.0,100.0
Israel,ISR,2020.0,95.499408254426
Italy,ITA,2020.0,95.6621932983398
Jordan,JOR,2020.0,85.6606369018555
Japan,JPN,2020.0,99.6135787963867
Kenya,KEN,2020.0,70.4604110717773
Cambodia,KHM,2020.0,38.7759060932905
Kiribati,KIR,2020.0,96.8699982215899
"Korea, Rep.",KOR,2020.0,95.203712763092
St. Lucia,LCA,2020.0,99.2764892578125
Sri Lanka,LKA,2020.0,85.7766530946192
Lithuania,LTU,2020.0,99.0658721923828
Luxembourg,LUX,2020.0,99.6690582416204
Moldova,MDA,2020.0,99.4546279907227
Mexico,MEX,2020.0,82.7016906738281
North Macedonia,MKD,2020.0,90.868896484375
Mali,MLI,2020.0,9.07421970367432
Malta,MLT,2020.0,98.6336898803711
Montenegro,MNE,2020.0,97.9303090234825
Mongolia,MNG,2020.0,91.7492904663086
Mozambique,MOZ,2020.0,34.7701110839844
Malawi,MWI,2020.0,37.8208389282227
Netherlands,NLD,2020.0,98.3582611083984
Norway,NOR,2020.0,99.4352124608901
Peru,PER,2020.0,68.6
Philippines,PHL,2020.0,87.2799987792969
Palau,PLW,2020.0,97.2121650977552
Poland,POL,2020.0,99.1092300415039
Puerto Rico (US),PRI,2020.0,97.3402205550772
Portugal,PRT,2020.0,91.5823364257812
Paraguay,PRY,2020.0,76.1816482543945
West Bank and Gaza,PSE,2020.0,93.1698608398438
Romania,ROU,2020.0,98.4124908447266
Russian Federation,RUS,2020.0,100.0
Rwanda,RWA,2020.0,38.7198905944824
Saudi Arabia,SAU,2020.0,83.3387603759766
Singapore,SGP,2020.0,86.4181976318359
El Salvador,SLV,2020.0,58.3214912414551
San Marino,SMR,2020.0,98.0674514770508
Serbia,SRB,2020.0,97.4919955432824
Slovak Republic,SVK,2020.0,99.8542878672348
Slovenia,SVN,2020.0,99.7788464123249
Sweden,SWE,2020.0,100.0
Seychelles,SYC,2020.0,97.3639499136298
Thailand,THA,2020.0,65.6529371228274
Trinidad and Tobago,TTO,2020.0,99.2086086411619
Ukraine,UKR,2020.0,100.0
United States,USA,2020.0,99.0882110595703
Uzbekistan,UZB,2020.0,100.0
Viet Nam,VNM,2020.0,79.7972894054232
South Africa,ZAF,2020.0,87.7143096923828
Afghanistan,AFG,2021.0,8.62584018707275
Albania,ALB,2021.0,97.5423360665456
United Arab Emirates,ARE,2021.0,89.3598098754883
Armenia,ARM,2021.0,99.7413886118376
Australia,AUS,2021.0,99.4044871312212
Austria,AUT,2021.0,100.0
Belgium,BEL,2021.0,95.9960391777872
Benin,BEN,2021.0,17.0132007598877
Burkina Faso,BFA,2021.0,16.136360168457
Bangladesh,BGD,2021.0,57.0724296569824
Bulgaria,BGR,2021.0,98.1021423339844
Bosnia and Herzegovina,BIH,2021.0,85.3158625457028
Belarus,BLR,2021.0,99.8873722235291
Bolivia,BOL,2021.0,64.1
Brazil,BRA,2021.0,86.6
Brunei Darussalam,BRN,2021.0,89.6229821527817
Canada,CAN,2021.0,95.6152419912899
Switzerland,CHE,2021.0,99.61261719257
Chile,CHL,2021.0,90.967418902389
Cote d'Ivoire,CIV,2021.0,25.7843608856201
Colombia,COL,2021.0,81.7
Costa Rica,CRI,2021.0,83.8
Cyprus,CYP,2021.0,96.0971787741325
Czechia,CZE,2021.0,99.4178009033203
Germany,DEU,2021.0,100.0
Dominica,DMA,2021.0,79.1414184570312
Denmark,DNK,2021.0,100.0
Dominican Republic,DOM,2021.0,74.8
Ecuador,ECU,2021.0,84.216796875
"Egypt, Arab Rep.",EGY,2021.0,61.8553581237793
Spain,ESP,2021.0,93.0881214554508
Estonia,EST,2021.0,99.8300476074219
Ethiopia,ETH,2021.0,30.7543974849539
Finland,FIN,2021.0,100.0
Fiji,FJI,2021.0,91.4405822753906
France,FRA,2021.0,100.0
United Kingdom,GBR,2021.0,100.0
Georgia,GEO,2021.0,99.2976899862665
Ghana,GHA,2021.0,50.1549987792969
Greece,GRC,2021.0,95.9393672280272
Grenada,GRD,2021.0,99.0458784226745
Guatemala,GTM,2021.0,48.5837085460029
"Hong Kong SAR, China",HKG,2021.0,100.0
Honduras,HND,2021.0,61.9329754014265
Croatia,HRV,2021.0,98.8687196315066
Hungary,HUN,2021.0,99.5863806107478
Indonesia,IDN,2021.0,82.3444187393014
India,IND,2021.0,53.5735413229795
Ireland,IRL,2021.0,99.6900603547235
"Iran, Islamic Rep.",IRN,2021.0,81.8444787912091
Iceland,ISL,2021.0,100.0
Israel,ISR,2021.0,95.2163441834626
Italy,ITA,2021.0,96.7913611187783
Jamaica,JAM,2021.0,99.0908442889584
Kenya,KEN,2021.0,72.6540374755859
Cambodia,KHM,2021.0,35.2416610717773
"Korea, Rep.",KOR,2021.0,95.5400270154449
Sri Lanka,LKA,2021.0,86.2168986421663
Lithuania,LTU,2021.0,99.2919685775911
Luxembourg,LUX,2021.0,97.4947183657861
Latvia,LVA,2021.0,99.6197240147318
Moldova,MDA,2021.0,99.597412109375
Madagascar,MDG,2021.0,38.9394683837891
Mexico,MEX,2021.0,83.7101012756632
Marshall Islands,MHL,2021.0,93.7711505922166
North Macedonia,MKD,2021.0,92.3918272751295
Malta,MLT,2021.0,99.6224790528037
Mongolia,MNG,2021.0,96.9199792374882
Mauritius,MUS,2021.0,93.4693047414749
Nigeria,NGA,2021.0,57.8193588256836
Netherlands,NLD,2021.0,97.9701020065952
Nepal,NPL,2021.0,36.4118003845215
Pakistan,PAK,2021.0,38.3462905883789
Panama,PAN,2021.0,88.4
Peru,PER,2021.0,68.8
Philippines,PHL,2021.0,87.926291832769
Poland,POL,2021.0,99.3166275024414
Portugal,PRT,2021.0,91.9513702392578
Paraguay,PRY,2021.0,77.3
West Bank and Gaza,PSE,2021.0,89.5822142962575
Romania,ROU,2021.0,98.6234817504883
Russian Federation,RUS,2021.0,99.826042175293
Saudi Arabia,SAU,2021.0,81.582967638587
Singapore,SGP,2021.0,87.9658889770508
El Salvador,SLV,2021.0,59.4
Serbia,SRB,2021.0,98.0016769297967
Slovak Republic,SVK,2021.0,99.8580106832072
Slovenia,SVN,2021.0,99.6870315482309
Sweden,SWE,2021.0,100.0
Thailand,THA,2021.0,66.8533419720449
Tonga,TON,2021.0,100.0
Trinidad and Tobago,TTO,2021.0,99.2139231652477
Turkiye,TUR,2021.0,76.8506669524896
Ukraine,UKR,2021.0,100.0
Uruguay,URY,2021.0,92.6
United States,USA,2021.0,97.3503875732422
Uzbekistan,UZB,2021.0,99.9956817626953
Viet Nam,VNM,2021.0,82.3792835159362
South Africa,ZAF,2021.0,87.0188598632812
Afghanistan,AFG,2022.0,10.2197399139404
Albania,ALB,2022.0,97.3871037639785
Andorra,AND,2022.0,98.701301574707
United Arab Emirates,ARE,2022.0,92.0723419189453
Argentina,ARG,2022.0,89.0144271850586
Armenia,ARM,2022.0,99.6302795410156
Australia,AUS,2022.0,99.4609706502007
Austria,AUT,2022.0,100.0
Belgium,BEL,2022.0,95.5262887140403
Benin,BEN,2022.0,15.6786499023438
Burkina Faso,BFA,2022.0,18.5054580384789
Bangladesh,BGD,2022.0,52.0311889648438
Bulgaria,BGR,2022.0,98.977634644228
Bahrain,BHR,2022.0,84.4651184082031
"Bahamas, The",BHS,2022.0,98.7270736694336
Bosnia and Herzegovina,BIH,2022.0,92.6043014526367
Belarus,BLR,2022.0,99.9230107321148
Belize,BLZ,2022.0,93.6934967041016
Bolivia,BOL,2022.0,69.5980433891887
Brazil,BRA,2022.0,86.4
Brunei Darussalam,BRN,2022.0,89.0926136036388
Bhutan,BTN,2022.0,32.096118927002
Canada,CAN,2022.0,95.9839471100049
Switzerland,CHE,2022.0,99.6234282642644
Chile,CHL,2022.0,89.8
Colombia,COL,2022.0,82.4
Comoros,COM,2022.0,41.7686805725098
Costa Rica,CRI,2022.0,83.8
Cyprus,CYP,2022.0,96.4547482590793
Czechia,CZE,2022.0,99.9050670514456
Germany,DEU,2022.0,100.0
Denmark,DNK,2022.0,100.0
Dominican Republic,DOM,2022.0,74.9
Ecuador,ECU,2022.0,84.2836227416992
"Egypt, Arab Rep.",EGY,2022.0,60.803336372947
Spain,ESP,2022.0,93.3834777825214
Estonia,EST,2022.0,99.9084999612679
Ethiopia,ETH,2022.0,23.2203102111816
Finland,FIN,2022.0,100.0
France,FRA,2022.0,100.0
Georgia,GEO,2022.0,99.2300567626953
Ghana,GHA,2022.0,57.2265586853027
Guinea-Bissau,GNB,2022.0,22.3481597900391
Greece,GRC,2022.0,96.4577975713456
Guatemala,GTM,2022.0,47.637321472168
"Hong Kong SAR, China",HKG,2022.0,94.6763916015625
Honduras,HND,2022.0,64.4768584709898
Croatia,HRV,2022.0,99.1033396327621
Hungary,HUN,2022.0,99.5260696411133
Indonesia,IDN,2022.0,80.4424313065094
India,IND,2022.0,53.9429817199707
Ireland,IRL,2022.0,99.9024642305131
"Iran, Islamic Rep.",IRN,2022.0,81.9856998069427
Iceland,ISL,2022.0,100.0
Israel,ISR,2022.0,95.1917495727539
Italy,ITA,2022.0,96.9105243279416
Jamaica,JAM,2022.0,94.4587936401367
Kenya,KEN,2022.0,74.2419128417969
"Korea, Rep.",KOR,2022.0,95.8029155720663
Sri Lanka,LKA,2022.0,86.2683005366659
Lithuania,LTU,2022.0,99.2608896327884
Luxembourg,LUX,2022.0,98.3948298017028
Latvia,LVA,2022.0,99.5821463066953
Moldova,MDA,2022.0,99.5726165771484
Mexico,MEX,2022.0,82.4372711181641
North Macedonia,MKD,2022.0,92.4895285343692
Mali,MLI,2022.0,10.1123504638672
Malta,MLT,2022.0,99.6479562284275
Mongolia,MNG,2022.0,96.8058471679688
Mozambique,MOZ,2022.0,24.6863098144531
Mauritius,MUS,2022.0,95.599721014697
Malaysia,MYS,2022.0,93.5214309692383
Niger,NER,2022.0,13.1171133843933
Netherlands,NLD,2022.0,98.1226094584811
Norway,NOR,2022.0,99.2019296468622
Oman,OMN,2022.0,96.6516723632812
Panama,PAN,2022.0,88.3
Peru,PER,2022.0,70.1
Philippines,PHL,2022.0,87.2008438110352
Papua New Guinea,PNG,2022.0,55.8578104541032
Poland,POL,2022.0,99.4315960886361
Puerto Rico (US),PRI,2022.0,94.5511322021484
Portugal,PRT,2022.0,93.3206750275834
Paraguay,PRY,2022.0,77.8
West Bank and Gaza,PSE,2022.0,94.0239562988281
Qatar,QAT,2022.0,92.8795318603516
Romania,ROU,2022.0,98.7605209350586
Russian Federation,RUS,2022.0,100.0
Rwanda,RWA,2022.0,40.5303993225098
Saudi Arabia,SAU,2022.0,84.4306604463086
Sudan,SDN,2022.0,32.9060897827148
Singapore,SGP,2022.0,87.370849609375
El Salvador,SLV,2022.0,60.8
San Marino,SMR,2022.0,98.5832214355469
"Somalia, Fed. Rep.",SOM,2022.0,7.20712995529175
Serbia,SRB,2022.0,97.9497299194336
Suriname,SUR,2022.0,79.0433578491211
Slovak Republic,SVK,2022.0,99.7939058299184
Slovenia,SVN,2022.0,99.7305685113987
Sweden,SWE,2022.0,100.0
Eswatini,SWZ,2022.0,69.8755416870117
Togo,TGO,2022.0,31.3155994415283
Thailand,THA,2022.0,69.4123001098633
Turkmenistan,TKM,2022.0,99.654670715332
Timor-Leste,TLS,2022.0,97.9893112182617
Trinidad and Tobago,TTO,2022.0,94.5086364746094
Turkiye,TUR,2022.0,77.2250366985633
Tanzania,TZA,2022.0,62.7696418762207
Uruguay,URY,2022.0,93.3
United States,USA,2022.0,99.0954437255859
Uzbekistan,UZB,2022.0,100.0
Viet Nam,VNM,2022.0,84.4796600341797
Samoa,WSM,2022.0,96.0213197869197
South Africa,ZAF,2022.0,85.8246078491211
Aruba,ABW,2023.0,96.3220672607422
Angola,AGO,2023.0,42.353458404541
Albania,ALB,2023.0,99.1386413574219
United Arab Emirates,ARE,2023.0,92.2326126098633
Armenia,ARM,2023.0,99.7071533203125
Antigua and Barbuda,ATG,2023.0,99.5382570748164
Australia,AUS,2023.0,99.4464290078337
Austria,AUT,2023.0,100.0
Azerbaijan,AZE,2023.0,99.9528579711914
Belgium,BEL,2023.0,95.4962928315798
Burkina Faso,BFA,2023.0,14.5982427754417
Bulgaria,BGR,2023.0,99.1993836543502
Bahrain,BHR,2023.0,92.0171966552734
"Bahamas, The",BHS,2023.0,99.5915459760638
Bosnia and Herzegovina,BIH,2023.0,86.7958685527096
Belarus,BLR,2023.0,99.8992544562984
Bolivia,BOL,2023.0,65.9319305419922
Brazil,BRA,2023.0,85.9
Brunei Darussalam,BRN,2023.0,89.8846105039495
Botswana,BWA,2023.0,81.6643295288086
Canada,CAN,2023.0,96.0787485306805
Switzerland,CHE,2023.0,99.6839764717311
Chile,CHL,2023.0,91.4278680846542
"Congo, Dem. Rep.",COD,2023.0,53.7571792602539
Colombia,COL,2023.0,82.8
Costa Rica,CRI,2023.0,84.7
Cyprus,CYP,2023.0,96.2675404612374
Czechia,CZE,2023.0,99.906498527734
Germany,DEU,2023.0,100.0
Denmark,DNK,2023.0,100.0
Dominican Republic,DOM,2023.0,76.5
Ecuador,ECU,2023.0,82.2
"Egypt, Arab Rep.",EGY,2023.0,63.5008322704849
Spain,ESP,2023.0,93.7736929140754
Estonia,EST,2023.0,99.8985349634063
Finland,FIN,2023.0,100.0
France,FRA,2023.0,100.0
Georgia,GEO,2023.0,99.2196807861328
Ghana,GHA,2023.0,61.735179901123
"Gambia, The",GMB,2023.0,40.1403388977051
Greece,GRC,2023.0,96.557024143255
Grenada,GRD,2023.0,97.3403780727487
Guatemala,GTM,2023.0,58.5
"Hong Kong SAR, China",HKG,2023.0,100.0
Honduras,HND,2023.0,63.2654418945312
Croatia,HRV,2023.0,99.3386004716253
Hungary,HUN,2023.0,99.7394485409182
Indonesia,IDN,2023.0,81.1035966749599
India,IND,2023.0,59.0563888549805
Ireland,IRL,2023.0,99.6637260650616
"Iran, Islamic Rep.",IRN,2023.0,82.4451698908818
Iceland,ISL,2023.0,100.0
Israel,ISR,2023.0,95.5984479542536
Italy,ITA,2023.0,97.3621551887428
Jamaica,JAM,2023.0,99.1765883637993
Jordan,JOR,2023.0,82.4891128540039
Kyrgyz Republic,KGZ,2023.0,98.3843765258789
Cambodia,KHM,2023.0,41.8408484412314
Kiribati,KIR,2023.0,99.0345836849718
"Korea, Rep.",KOR,2023.0,96.2300422937879
Lao PDR,LAO,2023.0,55.9401016235352
Sri Lanka,LKA,2023.0,86.6419067382812
Lithuania,LTU,2023.0,99.3939065745856
Luxembourg,LUX,2023.0,98.3877677462314
Latvia,LVA,2023.0,99.4521335883268
Moldova,MDA,2023.0,99.5803934925285
Mexico,MEX,2023.0,85.0688777644676
Malta,MLT,2023.0,99.8190409738885
Mongolia,MNG,2023.0,96.5499496459961
Mauritius,MUS,2023.0,93.7869403437271
Namibia,NAM,2023.0,99.0112762451172
Netherlands,NLD,2023.0,97.4245061831867
Norway,NOR,2023.0,99.6057671430233
Nauru,NRU,2023.0,95.2449569702148
Panama,PAN,2023.0,89.0
Peru,PER,2023.0,71.2
Poland,POL,2023.0,99.658345747062
Puerto Rico (US),PRI,2023.0,94.7070083618164
Portugal,PRT,2023.0,93.5602758013533
Paraguay,PRY,2023.0,79.0
Romania,ROU,2023.0,98.82693527132
Russian Federation,RUS,2023.0,100.0
Saudi Arabia,SAU,2023.0,88.1825303963559
Senegal,SEN,2023.0,21.0507698059082
El Salvador,SLV,2023.0,61.276481628418
Serbia,SRB,2023.0,98.2494118931791
Slovak Republic,SVK,2023.0,99.772508520062
Slovenia,SVN,2023.0,99.7843099332436
Sweden,SWE,2023.0,100.0
Thailand,THA,2023.0,71.2167091188174
Tajikistan,TJK,2023.0,96.7483062744141
Tonga,TON,2023.0,96.9679412841797
Trinidad and Tobago,TTO,2023.0,99.3644150156142
Tunisia,TUN,2023.0,50.6380004882812
Uruguay,URY,2023.0,93.2
United States,USA,2023.0,99.0356292724609
Viet Nam,VNM,2023.0,84.9134525511569
Vanuatu,VUT,2023.0,70.7626037597656
"Yemen, Rep.",YEM,2023.0,29.575309753418
South Africa,ZAF,2023.0,86.4462966918945
United Arab Emirates,ARE,2024.0,93.507698059082
Australia,AUS,2024.0,99.3656693831432
Burkina Faso,BFA,2024.0,16.8378642170797
Bahrain,BHR,2024.0,91.7445068359375
Bolivia,BOL,2024.0,66.2497787475586
Brazil,BRA,2024.0,80.0950927734375
Canada,CAN,2024.0,96.2535010067567
Switzerland,CHE,2024.0,99.5743935110147
Chile,CHL,2024.0,91.7357324893817
Colombia,COL,2024.0,83.6072311401367
Cabo Verde,CPV,2024.0,44.4174385070801
Costa Rica,CRI,2024.0,85.7066192626953
Dominican Republic,DOM,2024.0,79.2162704467773
Ecuador,ECU,2024.0,82.5664367675781
Spain,ESP,2024.0,93.3153139607453
Georgia,GEO,2024.0,99.5197677612305
Ghana,GHA,2024.0,61.0257606506348
Greece,GRC,2024.0,96.6118817715714
Guatemala,GTM,2024.0,50.4160385131836
"Hong Kong SAR, China",HKG,2024.0,100.0
Honduras,HND,2024.0,66.6986923217773
Kazakhstan,KAZ,2024.0,99.2917633056641
Kenya,KEN,2024.0,74.6436309814453
Kiribati,KIR,2024.0,93.5483093261719
"Korea, Rep.",KOR,2024.0,96.4325799431325
Lesotho,LSO,2024.0,70.2207717895508
Moldova,MDA,2024.0,99.5457763671875
Mexico,MEX,2024.0,84.5808792114258
North Macedonia,MKD,2024.0,91.3617168188365
Mongolia,MNG,2024.0,96.6994171142578
Nigeria,NGA,2024.0,61.9571189880371
Panama,PAN,2024.0,88.0151354211715
Peru,PER,2024.0,71.7457122802734
Poland,POL,2024.0,99.7294953896566
Puerto Rico (US),PRI,2024.0,94.6664962768555
Portugal,PRT,2024.0,94.2851508689917
Paraguay,PRY,2024.0,79.0998764038086
West Bank and Gaza,PSE,2024.0,90.2557525651481
Russian Federation,RUS,2024.0,100.0
Saudi Arabia,SAU,2024.0,90.1017303466797
Serbia,SRB,2024.0,98.5610248457346
Thailand,THA,2024.0,71.6529489150172
Uganda,UGA,2024.0,39.1999282836914
Uruguay,URY,2024.0,93.9811630249023
United States,USA,2024.0,99.0853424072266
South Africa,ZAF,2024.0,88.7486877441406
Zambia,ZMB,2024.0,59.9089508056641
